week,population,police,crime,emp,un,ymale,white,borough
62,224248,13319,335,0.72326887,0.026160913,0.064424478,0.70334405,9
63,224248,13302,327,0.66956681,0.049514294,0.074728303,0.63078868,9
64,224248,13503,358,0.73696423,0.029761903,0.072113454,0.73854226,9
65,224248,9446,300,0.73377675,0.042109802,0.060532998,0.67900425,9
66,224248,14359,341,0.72646511,0.045954186,0.054466415,0.70535296,9
67,224248,14012,383,0.72327805,0.042562936,0.05598817,0.78657615,9
68,224248,13644,332,0.65117711,0.05501562,0.065289862,0.7229901,9
69,224248,13838,395,0.77384412,0.019185277,0.060679302,0.72750765,9
70,224248,12940,334,0.7125777,0.073049523,0.056474786,0.69443184,9
71,224248,15587,327,0.7282396,0.037122566,0.086984389,0.753389,9
72,224248,14862,346,0.65338778,0.054633301,0.054080665,0.69159693,9
73,224248,14756,345,0.7713055,0.038714379,0.062511429,0.75875384,9
74,224248,12664,330,0.6775527,0.05685775,0.076139711,0.58295131,9
75,224248,14169,352,0.73010963,0.031587787,0.05985716,0.6990847,9
76,224248,14522,345,0.66036856,0.056826241,0.051851034,0.61031133,9
77,224248,14156,331,0.75107729,0.02603914,0.076057509,0.75418723,9
78,224248,14157,349,0.73949802,0.045703046,0.063915104,0.62525696,9
79,224248,15636,395,0.72572762,0.050062418,0.048102681,0.71624517,9
80,224248,16038.001,391,0.7281487,0.047867693,0.058262765,0.83093727,9
81,224248,14630.001,390,0.68553245,0.073645175,0.079179831,0.72735262,9
82,224248,14232,370,0.71667933,0.042303309,0.071977839,0.70821786,9
83,224248,13318,316,0.68595111,0.089695603,0.043130748,0.66176093,9
84,224248,13220,358,0.71208656,0.057746865,0.074251436,0.70679414,9
85,224248,13146,313,0.66315436,0.055871427,0.065485194,0.71677995,9
86,224248,12563,322,0.72992742,0.043257859,0.06649901,0.76641572,9
87,224248,13153,317,0.68258411,0.068735808,0.077838533,0.58882326,9
88,224248,13158,359,0.72131413,0.044459574,0.059904143,0.71532899,9
89,224248,14585,345,0.68486977,0.062022109,0.057408769,0.62011778,9
90,224248,14816,302,0.74820256,0.051505346,0.090887822,0.7455495,9
91,224248,14375,347,0.71801579,0.061389022,0.066808417,0.66150659,9
92,224248,13887.167,334,0.71416503,0.058268059,0.056362886,0.70883667,9
93,224248,14611.467,362,0.7384457,0.069867365,0.060566392,0.81707478,9
94,224248,14567.583,375,0.67605913,0.070973538,0.075973615,0.72287202,9
95,224248,13365.75,374,0.72422206,0.029733909,0.075317942,0.73913938,9
96,224248,13541.5,426,0.67809421,0.067085683,0.044617433,0.63332313,9
97,224248,14836.5,426,0.74757713,0.048100606,0.052074518,0.70966798,9
98,224248,14763,392,0.65115231,0.05715536,0.064780392,0.68393511,9
99,224248,14367,319,0.6860317,0.037495226,0.068812005,0.7102533,9
100,224248,15152,399,0.70332533,0.057847541,0.071385987,0.59498894,9
101,224248,14748.25,382,0.69485086,0.045296907,0.068531655,0.6936481,9
102,224248,14403.75,375,0.6596185,0.047263894,0.073796399,0.6244517,9
103,224248,14129.467,351,0.77560216,0.039237626,0.096775584,0.73660398,9
104,224248,8951.75,285,0.72826576,0.068213426,0.075711384,0.68720502,9
1,243891,24984.5,582,0.72248799,0.04402807,0.055466589,0.76963925,10
2,243891,31210,620,0.69508851,0.036577728,0.061951436,0.84711814,10
3,243891,32420.834,648,0.71251857,0.046255417,0.081389233,0.79877746,10
4,243891,29565.75,567,0.66438168,0.058373109,0.069212869,0.69130886,10
5,243891,31184.25,596,0.73735571,0.032943331,0.069973953,0.72006643,10
6,243891,29611.5,647,0.73144919,0.050626282,0.047896732,0.71435177,10
7,243891,28207.416,686,0.72856486,0.049086519,0.072315544,0.72884852,10
8,243891,30067.5,622,0.68050677,0.044433951,0.064960174,0.71129918,10
9,243891,31791.25,637,0.65863127,0.040885765,0.07565961,0.6614356,10
10,243891,30711.75,659,0.72792023,0.036218386,0.064777464,0.72665441,10
11,243891,29426.666,628,0.71778637,0.035152763,0.066426121,0.65818852,10
12,243891,30430.334,610,0.71964097,0.03643211,0.044585075,0.75476664,10
13,243891,30014.75,610,0.729011,0.036480445,0.057652134,0.7234509,10
14,243891,29478.801,597,0.74294412,0.051875778,0.074407294,0.76429248,10
15,243891,23635.75,500,0.73709881,0.048504777,0.054222621,0.85335886,10
16,243891,29369.75,576,0.70995367,0.025918057,0.071252607,0.76797968,10
17,243891,33568.75,643,0.7117272,0.03912843,0.0778317,0.71120411,10
18,243891,27187.75,570,0.72197324,0.022420067,0.080445662,0.73886997,10
19,243891,28798.334,590,0.72227752,0.039471965,0.044341087,0.7261306,10
20,243891,29773,582,0.72356379,0.040060487,0.055888664,0.74308044,10
21,243891,29765.25,627,0.71179914,0.032012794,0.070186049,0.72106051,10
22,243891,26347.684,524,0.64717317,0.031930737,0.072463855,0.65094692,10
23,243891,28776.666,571,0.71325469,0.03432408,0.085041605,0.68066853,10
24,243891,30423.301,637,0.66834581,0.058138214,0.073837653,0.62906891,10
25,243891,29777,661,0.73798174,0.047032889,0.044574607,0.71334547,10
26,243891,29963.916,626,0.70841312,0.041201603,0.04880137,0.70179427,10
27,243891,30041.75,570,0.70807123,0.05966128,0.061208632,0.73155582,10
28,243891,29398.5,582,0.72320348,0.060392044,0.058519576,0.83104753,10
29,243891,30154,694,0.69805175,0.044461917,0.077513754,0.7905193,10
30,243891,29766.416,539,0.74278849,0.049609441,0.063124463,0.71062964,10
31,243891,27675.75,520,0.71853501,0.030784803,0.075455889,0.71410781,10
32,243891,28509.5,584,0.71767646,0.040678378,0.065290697,0.71363282,10
33,243891,28530.666,578,0.70795977,0.064937845,0.056677837,0.71099848,10
34,243891,26522.75,543,0.73277086,0.02404739,0.063379288,0.73045844,10
35,243891,28491.916,512,0.69436473,0.045215305,0.067241684,0.68438238,10
36,243891,28433.5,581,0.70210195,0.037001457,0.07371787,0.72183448,10
37,243891,27858.416,524,0.64532864,0.072760828,0.058901209,0.65655351,10
38,243891,28629.834,554,0.72395092,0.042762961,0.060927119,0.72293866,10
39,243891,29148.75,568,0.70579195,0.053852282,0.059951421,0.70024025,10
40,243891,29059.834,495,0.71576095,0.056776986,0.051464066,0.77285749,10
41,243891,29192.666,566,0.69955212,0.054894108,0.060967356,0.80730599,10
42,243891,30160.5,502,0.67408156,0.046617679,0.065697394,0.78250813,10
43,243891,29606.334,563,0.73697102,0.040691677,0.062293649,0.68098813,10
44,243891,29371.416,599,0.74527544,0.025308965,0.068705648,0.70946527,10
45,243891,30662.584,553,0.76032346,0.026701184,0.077290349,0.72499317,10
46,243891,31964.334,579,0.70136935,0.047086891,0.058009062,0.71411586,10
47,243891,29597.834,595,0.74110329,0.029231256,0.087157354,0.74359667,10
48,243891,29509.334,563,0.6642803,0.063708939,0.063730441,0.60502154,10
49,243891,29547.217,589,0.72983384,0.028575595,0.053236738,0.75121677,10
50,243891,29579.75,533,0.65092373,0.055815879,0.06782449,0.58836931,10
51,243891,27924.084,536,0.72888768,0.047835678,0.061200973,0.75286728,10
52,243891,15682.667,428,0.70453006,0.0393176,0.061019432,0.6918118,10
53,243891,21791.75,520,0.72970331,0.05912073,0.072739907,0.71293736,10
54,243891,29062,527,0.69449401,0.049254511,0.073837779,0.76948041,10
55,243891,29170,518,0.64738238,0.056552574,0.065791786,0.75314391,10
56,243891,29034,583,0.77112651,0.021795709,0.058202095,0.7323522,10
57,243891,28455,615,0.71241009,0.041671623,0.060041595,0.70731324,10
58,243891,29456,582,0.75251621,0.029962715,0.077402249,0.74812895,10
59,243891,26236,604,0.66583109,0.067580707,0.066614695,0.73390466,10
60,243891,26994,613,0.72809178,0.043496788,0.066507526,0.76603168,10
61,243891,27101,562,0.67549521,0.061661743,0.064661406,0.59887338,10
62,243891,27697,580,0.72326887,0.026160913,0.064424478,0.70334405,10
63,243891,27376,616,0.66956681,0.049514294,0.074728303,0.63078868,10
64,243891,27857,579,0.73696423,0.029761903,0.072113454,0.73854226,10
65,243891,19243,547,0.73377675,0.042109802,0.060532998,0.67900425,10
66,243891,27646,629,0.72646511,0.045954186,0.054466415,0.70535296,10
67,243891,27601,649,0.72327805,0.042562936,0.05598817,0.78657615,10
68,243891,28282,601,0.65117711,0.05501562,0.065289862,0.7229901,10
69,243891,27848,631,0.77384412,0.019185277,0.060679302,0.72750765,10
70,243891,24788,597,0.7125777,0.073049523,0.056474786,0.69443184,10
71,243891,28057,625,0.7282396,0.037122566,0.086984389,0.753389,10
72,243891,28487,634,0.65338778,0.054633301,0.054080665,0.69159693,10
73,243891,28330,666,0.7713055,0.038714379,0.062511429,0.75875384,10
74,243891,23546,557,0.6775527,0.05685775,0.076139711,0.58295131,10
75,243891,27819,630,0.73010963,0.031587787,0.05985716,0.6990847,10
76,243891,28533,662,0.66036856,0.056826241,0.051851034,0.61031133,10
77,243891,28060,622,0.75107729,0.02603914,0.076057509,0.75418723,10
78,243891,29213,629,0.73949802,0.045703046,0.063915104,0.62525696,10
79,243891,30361,604,0.72572762,0.050062418,0.048102681,0.71624517,10
80,243891,31201,556,0.7281487,0.047867693,0.058262765,0.83093727,10
81,243891,30277,604,0.68553245,0.073645175,0.079179831,0.72735262,10
82,243891,30234,583,0.71667933,0.042303309,0.071977839,0.70821786,10
83,243891,29121,552,0.68595111,0.089695603,0.043130748,0.66176093,10
84,243891,26244,584,0.71208656,0.057746865,0.074251436,0.70679414,10
85,243891,26484,668,0.66315436,0.055871427,0.065485194,0.71677995,10
86,243891,25913,575,0.72992742,0.043257859,0.06649901,0.76641572,10
87,243891,28882,577,0.68258411,0.068735808,0.077838533,0.58882326,10
88,243891,27900,673,0.72131413,0.044459574,0.059904143,0.71532899,10
89,243891,28534,622,0.68486977,0.062022109,0.057408769,0.62011778,10
90,243891,28595,651,0.74820256,0.051505346,0.090887822,0.7455495,10
91,243891,27962,650,0.71801579,0.061389022,0.066808417,0.66150659,10
92,243891,28717.666,649,0.71416503,0.058268059,0.056362886,0.70883667,10
93,243891,29236.367,608,0.7384457,0.069867365,0.060566392,0.81707478,10
94,243891,29438.916,629,0.67605913,0.070973538,0.075973615,0.72287202,10
95,243891,28784.166,609,0.72422206,0.029733909,0.075317942,0.73913938,10
96,243891,29855.6,670,0.67809421,0.067085683,0.044617433,0.63332313,10
97,243891,31084.768,585,0.74757713,0.048100606,0.052074518,0.70966798,10
98,243891,31777.699,608,0.65115231,0.05715536,0.064780392,0.68393511,10
99,243891,33341.082,577,0.6860317,0.037495226,0.068812005,0.7102533,10
100,243891,33859.168,548,0.70332533,0.057847541,0.071385987,0.59498894,10
101,243891,30359.25,504,0.69485086,0.045296907,0.068531655,0.6936481,10
102,243891,29068,541,0.6596185,0.047263894,0.073796399,0.6244517,10
103,243891,28401.084,581,0.77560216,0.039237626,0.096775584,0.73660398,10
104,243891,16588.949,434,0.72826576,0.068213426,0.075711384,0.68720502,10
1,163944,12579.25,314,0.72248799,0.04402807,0.055466589,0.76963925,11
2,163944,15687.667,374,0.69508851,0.036577728,0.061951436,0.84711814,11
3,163944,15870.917,369,0.71251857,0.046255417,0.081389233,0.79877746,11
4,163944,14914.083,363,0.66438168,0.058373109,0.069212869,0.69130886,11
5,163944,14778.333,401,0.73735571,0.032943331,0.069973953,0.72006643,11
6,163944,15076.667,426,0.73144919,0.050626282,0.047896732,0.71435177,11
7,163944,14284.25,388,0.72856486,0.049086519,0.072315544,0.72884852,11
8,163944,14126.5,419,0.68050677,0.044433951,0.064960174,0.71129918,11
9,163944,14397.25,431,0.65863127,0.040885765,0.07565961,0.6614356,11
10,163944,14690.25,385,0.72792023,0.036218386,0.064777464,0.72665441,11
11,163944,14127,363,0.71778637,0.035152763,0.066426121,0.65818852,11
12,163944,14706.75,410,0.71964097,0.03643211,0.044585075,0.75476664,11
13,163944,14580.75,340,0.729011,0.036480445,0.057652134,0.7234509,11
14,163944,14471.75,356,0.74294412,0.051875778,0.074407294,0.76429248,11
15,163944,10711.25,379,0.73709881,0.048504777,0.054222621,0.85335886,11
16,163944,14737,417,0.70995367,0.025918057,0.071252607,0.76797968,11
17,163944,15537.75,419,0.7117272,0.03912843,0.0778317,0.71120411,11
18,163944,13582.5,371,0.72197324,0.022420067,0.080445662,0.73886997,11
19,163944,15722.417,373,0.72227752,0.039471965,0.044341087,0.7261306,11
20,163944,16405,385,0.72356379,0.040060487,0.055888664,0.74308044,11
21,163944,16088.583,367,0.71179914,0.032012794,0.070186049,0.72106051,11
22,163944,12825.25,401,0.64717317,0.031930737,0.072463855,0.65094692,11
23,163944,14977.5,373,0.71325469,0.03432408,0.085041605,0.68066853,11
24,163944,15740.25,351,0.66834581,0.058138214,0.073837653,0.62906891,11
25,163944,14542.2,397,0.73798174,0.047032889,0.044574607,0.71334547,11
26,163944,14665.5,371,0.70841312,0.041201603,0.04880137,0.70179427,11
27,163944,15275.767,370,0.70807123,0.05966128,0.061208632,0.73155582,11
28,163944,15598.75,332,0.72320348,0.060392044,0.058519576,0.83104753,11
29,163944,16947.25,350,0.69805175,0.044461917,0.077513754,0.7905193,11
30,163944,14411,357,0.74278849,0.049609441,0.063124463,0.71062964,11
31,163944,14038.25,307,0.71853501,0.030784803,0.075455889,0.71410781,11
32,163944,13415,348,0.71767646,0.040678378,0.065290697,0.71363282,11
33,163944,13701.083,312,0.70795977,0.064937845,0.056677837,0.71099848,11
34,163944,13904.083,395,0.73277086,0.02404739,0.063379288,0.73045844,11
35,163944,13792.833,322,0.69436473,0.045215305,0.067241684,0.68438238,11
36,163944,13089,367,0.70210195,0.037001457,0.07371787,0.72183448,11
37,163944,14536.3,310,0.64532864,0.072760828,0.058901209,0.65655351,11
38,163944,14995,346,0.72395092,0.042762961,0.060927119,0.72293866,11
39,163944,15821.25,360,0.70579195,0.053852282,0.059951421,0.70024025,11
40,163944,14693.75,353,0.71576095,0.056776986,0.051464066,0.77285749,11
41,163944,15219.917,322,0.69955212,0.054894108,0.060967356,0.80730599,11
42,163944,15767.25,353,0.67408156,0.046617679,0.065697394,0.78250813,11
43,163944,14506.75,357,0.73697102,0.040691677,0.062293649,0.68098813,11
44,163944,14630.25,359,0.74527544,0.025308965,0.068705648,0.70946527,11
45,163944,16079,363,0.76032346,0.026701184,0.077290349,0.72499317,11
46,163944,15190,320,0.70136935,0.047086891,0.058009062,0.71411586,11
47,163944,15077.75,343,0.74110329,0.029231256,0.087157354,0.74359667,11
48,163944,15482.5,381,0.6642803,0.063708939,0.063730441,0.60502154,11
49,163944,15358.25,341,0.72983384,0.028575595,0.053236738,0.75121677,11
50,163944,14914.583,344,0.65092373,0.055815879,0.06782449,0.58836931,11
51,163944,13319.667,283,0.72888768,0.047835678,0.061200973,0.75286728,11
52,163944,8462.25,242,0.70453006,0.0393176,0.061019432,0.6918118,11
53,163944,11353.5,367,0.72970331,0.05912073,0.072739907,0.71293736,11
54,163944,14576,298,0.69449401,0.049254511,0.073837779,0.76948041,11
55,163944,14264,327,0.64738238,0.056552574,0.065791786,0.75314391,11
56,163944,13948,344,0.77112651,0.021795709,0.058202095,0.7323522,11
57,163944,14422,359,0.71241009,0.041671623,0.060041595,0.70731324,11
58,163944,14360,344,0.75251621,0.029962715,0.077402249,0.74812895,11
59,163944,14233,399,0.66583109,0.067580707,0.066614695,0.73390466,11
60,163944,13056,348,0.72809178,0.043496788,0.066507526,0.76603168,11
61,163944,13547,353,0.67549521,0.061661743,0.064661406,0.59887338,11
62,163944,13334,344,0.72326887,0.026160913,0.064424478,0.70334405,11
63,163944,13576,342,0.66956681,0.049514294,0.074728303,0.63078868,11
64,163944,13588,411,0.73696423,0.029761903,0.072113454,0.73854226,11
65,163944,11202,383,0.73377675,0.042109802,0.060532998,0.67900425,11
66,163944,15034,384,0.72646511,0.045954186,0.054466415,0.70535296,11
67,163944,15074,365,0.72327805,0.042562936,0.05598817,0.78657615,11
68,163944,14983,337,0.65117711,0.05501562,0.065289862,0.7229901,11
69,163944,15601,419,0.77384412,0.019185277,0.060679302,0.72750765,11
70,163944,14110,414,0.7125777,0.073049523,0.056474786,0.69443184,11
71,163944,16504,357,0.7282396,0.037122566,0.086984389,0.753389,11
72,163944,15772,378,0.65338778,0.054633301,0.054080665,0.69159693,11
73,163944,16183,352,0.7713055,0.038714379,0.062511429,0.75875384,11
74,163944,13221,323,0.6775527,0.05685775,0.076139711,0.58295131,11
75,163944,15456,341,0.73010963,0.031587787,0.05985716,0.6990847,11
76,163944,16164,299,0.66036856,0.056826241,0.051851034,0.61031133,11
77,163944,15187,347,0.75107729,0.02603914,0.076057509,0.75418723,11
78,163944,15520,354,0.73949802,0.045703046,0.063915104,0.62525696,11
79,163944,16692,354,0.72572762,0.050062418,0.048102681,0.71624517,11
80,163944,15672.001,364,0.7281487,0.047867693,0.058262765,0.83093727,11
81,163944,17462,397,0.68553245,0.073645175,0.079179831,0.72735262,11
82,163944,14960.999,365,0.71667933,0.042303309,0.071977839,0.70821786,11
83,163944,14493,373,0.68595111,0.089695603,0.043130748,0.66176093,11
84,163944,13903,378,0.71208656,0.057746865,0.074251436,0.70679414,11
85,163944,14343,366,0.66315436,0.055871427,0.065485194,0.71677995,11
86,163944,14599,378,0.72992742,0.043257859,0.06649901,0.76641572,11
87,163944,14094,349,0.68258411,0.068735808,0.077838533,0.58882326,11
88,163944,14579,355,0.72131413,0.044459574,0.059904143,0.71532899,11
89,163944,15991,322,0.68486977,0.062022109,0.057408769,0.62011778,11
90,163944,15818,308,0.74820256,0.051505346,0.090887822,0.7455495,11
91,163944,16004,328,0.71801579,0.061389022,0.066808417,0.66150659,11
92,163944,14771.75,360,0.71416503,0.058268059,0.056362886,0.70883667,11
93,163944,15536.75,390,0.7384457,0.069867365,0.060566392,0.81707478,11
94,163944,15870.5,403,0.67605913,0.070973538,0.075973615,0.72287202,11
95,163944,15143.25,353,0.72422206,0.029733909,0.075317942,0.73913938,11
96,163944,15067.25,383,0.67809421,0.067085683,0.044617433,0.63332313,11
97,163944,16702.25,371,0.74757713,0.048100606,0.052074518,0.70966798,11
98,163944,17277.5,375,0.65115231,0.05715536,0.064780392,0.68393511,11
99,163944,16799.75,345,0.6860317,0.037495226,0.068812005,0.7102533,11
100,163944,16663.5,364,0.70332533,0.057847541,0.071385987,0.59498894,11
101,163944,16184.25,366,0.69485086,0.045296907,0.068531655,0.6936481,11
102,163944,16879,333,0.6596185,0.047263894,0.073796399,0.6244517,11
103,163944,15496.75,319,0.77560216,0.039237626,0.096775584,0.73660398,11
104,163944,9234,258,0.72826576,0.068213426,0.075711384,0.68720502,11
1,266169,30197.5,661,0.69931257,0.055706903,0.07619147,0.71940374,12
2,266169,36755.25,750,0.67117232,0.048527505,0.087027185,0.62423885,12
3,266169,38549.75,709,0.67793506,0.061527666,0.070533462,0.64231122,12
4,266169,37028.934,752,0.66553849,0.068132237,0.091269724,0.56081074,12
5,266169,36111.5,694,0.56599742,0.081261672,0.059532747,0.52081382,12
6,266169,36803.531,737,0.65516323,0.060367372,0.052752685,0.65107507,12
7,266169,35491.25,718,0.63793564,0.074774444,0.10609662,0.76670098,12
8,266169,35421.332,694,0.61349183,0.046931159,0.03134032,0.58756179,12
9,266169,35751.082,717,0.64084208,0.041884463,0.079565823,0.46312574,12
10,266169,34768.332,789,0.6299116,0.056873627,0.047608454,0.6372568,12
11,266169,33777.168,700,0.61911047,0.079837143,0.07316041,0.6012876,12
12,266169,36618.832,657,0.60137135,0.056197092,0.044688657,0.5373885,12
13,266169,33921.965,721,0.64510328,0.068087108,0.087095805,0.63874418,12
14,266169,34834.168,700,0.72310507,0.045560144,0.061491754,0.73525661,12
15,266169,27178.75,695,0.69092172,0.042220645,0.095628053,0.61782062,12
16,266169,36111.117,730,0.66404653,0.067693651,0.10451576,0.56810844,12
17,266169,37486.918,712,0.59155923,0.06610468,0.088108346,0.53905362,12
18,266169,33534.75,674,0.57167757,0.085682981,0.064197108,0.49946806,12
19,266169,38499.75,718,0.67091739,0.078320242,0.037772071,0.64493662,12
20,266169,38159.816,699,0.62742692,0.077079095,0.096353926,0.68391377,12
21,266169,37512.668,736,0.56242853,0.058356091,0.050282869,0.55294615,12
22,266169,33816.332,653,0.60472542,0.044581994,0.073229983,0.51145262,12
23,266169,37705.418,727,0.71684551,0.04424214,0.060698837,0.68756562,12
24,266169,38976.168,735,0.61788952,0.064013727,0.06707073,0.59911919,12
25,266169,37572.5,721,0.58157659,0.081252471,0.047610667,0.52923638,12
26,266169,35869.418,785,0.62230229,0.074782841,0.069124758,0.58252966,12
27,266169,36997.617,746,0.69776106,0.086548977,0.072573297,0.71873838,12
28,266169,37473.75,722,0.66326606,0.046669848,0.083489619,0.62662351,12
29,266169,38625.832,787,0.63875693,0.09057565,0.11511809,0.61073929,12
30,266169,35833.168,744,0.5977726,0.092210479,0.077749558,0.57483274,12
31,266169,35211.918,738,0.57348573,0.071053177,0.061159603,0.49311814,12
32,266169,34281.25,804,0.67210543,0.052476224,0.061927587,0.59509999,12
33,266169,34798.832,763,0.64888042,0.07153599,0.079931073,0.70178562,12
34,266169,35058.5,701,0.6170693,0.039596375,0.076757252,0.50664622,12
35,266169,38276.918,685,0.5598107,0.074968822,0.080901317,0.45303288,12
36,266169,35765.551,802,0.67203814,0.093204223,0.064676009,0.6710189,12
37,266169,36307.5,848,0.61946815,0.048535202,0.056942701,0.60346693,12
38,266169,38485.75,818,0.5898661,0.064819887,0.041043859,0.52890062,12
39,266169,38793.332,747,0.63373351,0.075470194,0.060837023,0.64059561,12
40,266169,36753.332,672,0.65515685,0.053550482,0.078798927,0.6984868,12
41,266169,37276.5,718,0.65565103,0.044320066,0.074797213,0.61219299,12
42,266169,37825.668,660,0.59586132,0.05005106,0.10858886,0.63542008,12
43,266169,35667.918,729,0.58569276,0.067632399,0.078795321,0.54889745,12
44,266169,37467,704,0.62099999,0.08092732,0.061041214,0.58309716,12
45,266169,38283.75,652,0.65134686,0.053150121,0.074852392,0.5993914,12
46,266169,38868.617,624,0.67812878,0.048661761,0.059563924,0.68146485,12
47,266169,38048.832,707,0.56193399,0.061620049,0.098082051,0.47795951,12
48,266169,38042,764,0.54636639,0.071563095,0.095700972,0.48374867,12
49,266169,37273.051,714,0.66569591,0.10711912,0.061870076,0.65846765,12
50,266169,38088.5,724,0.62107736,0.053209368,0.077471375,0.65464461,12
51,266169,35454,670,0.61127037,0.062272087,0.048138086,0.54790461,12
52,266169,21987.051,533,0.64698261,0.046358746,0.053459845,0.59282815,12
53,266169,29415.75,675,0.67298371,0.030349223,0.067010313,0.70788437,12
54,266169,36318,661,0.65208113,0.04916402,0.080692269,0.62388384,12
55,266169,37456,678,0.64195549,0.040417861,0.10630701,0.66405112,12
56,266169,37413,623,0.61938369,0.04659437,0.084517866,0.51931936,12
57,266169,37072,684,0.68450433,0.068538636,0.073943071,0.62260175,12
58,266169,36418,692,0.66904235,0.065456145,0.059403159,0.63469881,12
59,266169,35297,623,0.68904299,0.041686688,0.054086559,0.66181529,12
60,266169,34048,587,0.5586049,0.064578645,0.10502589,0.46448115,12
61,266169,35130,625,0.54905766,0.056356799,0.086365521,0.5473181,12
62,266169,34579,649,0.66260928,0.081314422,0.069023244,0.62031287,12
63,266169,35004,657,0.61695355,0.057973143,0.084434368,0.63422441,12
64,266169,35679,695,0.62246311,0.046977293,0.062027551,0.62495685,12
65,266169,26741,646,0.64032477,0.033756003,0.051189203,0.62161279,12
66,266169,35236,745,0.64519536,0.044963654,0.071330324,0.68185025,12
67,266169,35266,697,0.6300441,0.073467962,0.078535035,0.62272459,12
68,266169,37230,729,0.62338924,0.049277369,0.079365566,0.68777764,12
69,266169,37160,727,0.60375774,0.050916068,0.092435412,0.50720227,12
70,266169,32045,749,0.64138424,0.067861743,0.091280736,0.56152153,12
71,266169,38586,748,0.63712907,0.057112206,0.059167009,0.5988602,12
72,266169,36261,737,0.66437417,0.050669871,0.051633731,0.66351771,12
73,266169,37112,819,0.54850787,0.053845864,0.084081426,0.49318081,12
74,266169,31810,663,0.53246802,0.042657234,0.10322872,0.55664617,12
75,266169,35128,731,0.66481161,0.069801912,0.088583194,0.61001921,12
76,266169,39312,784,0.57957906,0.091303304,0.066248648,0.59817332,12
77,266169,37661,833,0.6438694,0.033740617,0.07192912,0.62214452,12
78,266169,37028,747,0.67684662,0.04003863,0.074750096,0.59819621,12
79,266169,39891,836,0.62374711,0.030517194,0.086509302,0.68862265,12
80,266169,37734,721,0.58574724,0.062290676,0.05874905,0.63146234,12
81,266169,36710,852,0.67966235,0.031476729,0.063106596,0.68786603,12
82,266169,36220,761,0.65360737,0.038130637,0.078901462,0.51803595,12
83,266169,36051,694,0.66959792,0.044454243,0.073822178,0.53014845,12
84,266169,33491,661,0.63111275,0.048603326,0.052966326,0.61468464,12
85,266169,33956,653,0.68547553,0.047832552,0.058420796,0.71923941,12
86,266169,34388,673,0.58661032,0.027872086,0.060369287,0.54992789,12
87,266169,36921,685,0.52602816,0.067223631,0.081644438,0.49284202,12
88,266169,32120,702,0.62692869,0.06534595,0.081515521,0.58318216,12
89,266169,38184,681,0.62000555,0.070918679,0.055892862,0.58749348,12
90,266169,34958,660,0.65749621,0.044456299,0.069651864,0.63486648,12
91,266169,35295,691,0.63870215,0.062855922,0.091891348,0.60094494,12
92,266169,36161.582,657,0.65387034,0.058583528,0.068920538,0.73560476,12
93,266169,36528.199,673,0.60452324,0.048966039,0.070732392,0.64693427,12
94,266169,37138.5,667,0.60123312,0.074725382,0.09139125,0.64731091,12
95,266169,36320.668,700,0.65492171,0.044058502,0.077745929,0.53471208,12
96,266169,39125.832,754,0.67620492,0.055811353,0.055746946,0.50426644,12
97,266169,41149.867,744,0.60429513,0.085511714,0.043125257,0.58341479,12
98,266169,38618.082,704,0.67721164,0.04079451,0.052201781,0.73280752,12
99,266169,36941.25,628,0.58704078,0.034946702,0.072974667,0.51625186,12
100,266169,38059.25,647,0.60138708,0.050869245,0.062644035,0.51917183,12
101,266169,37849.332,645,0.62315202,0.043238711,0.075840198,0.58915752,12
102,266169,37131.434,620,0.63086784,0.076047696,0.087571256,0.54550356,12
103,266169,35902.934,606,0.61926633,0.051359423,0.067609973,0.57852751,12
104,266169,22547,455,0.60503519,0.050729599,0.080651112,0.6111154,12
1,244866,26894.584,737,0.69931257,0.055706903,0.07619147,0.71940374,13
2,244866,33277.148,744,0.67117232,0.048527505,0.087027185,0.62423885,13
3,244866,35397.168,729,0.67793506,0.061527666,0.070533462,0.64231122,13
4,244866,33139.332,699,0.66553849,0.068132237,0.091269724,0.56081074,13
5,244866,32355.316,700,0.56599742,0.081261672,0.059532747,0.52081382,13
6,244866,32265.934,725,0.65516323,0.060367372,0.052752685,0.65107507,13
7,244866,31669.666,740,0.63793564,0.074774444,0.10609662,0.76670098,13
8,244866,30330.699,613,0.61349183,0.046931159,0.03134032,0.58756179,13
9,244866,30598.084,647,0.64084208,0.041884463,0.079565823,0.46312574,13
10,244866,31228.584,643,0.6299116,0.056873627,0.047608454,0.6372568,13
11,244866,31625.75,655,0.61911047,0.079837143,0.07316041,0.6012876,13
12,244866,32319.75,640,0.60137135,0.056197092,0.044688657,0.5373885,13
13,244866,32619.834,659,0.64510328,0.068087108,0.087095805,0.63874418,13
14,244866,31050.5,731,0.72310507,0.045560144,0.061491754,0.73525661,13
15,244866,23814.416,572,0.69092172,0.042220645,0.095628053,0.61782062,13
16,244866,32199.25,630,0.66404653,0.067693651,0.10451576,0.56810844,13
17,244866,33074.25,711,0.59155923,0.06610468,0.088108346,0.53905362,13
18,244866,28681.834,651,0.57167757,0.085682981,0.064197108,0.49946806,13
19,244866,32514.334,728,0.67091739,0.078320242,0.037772071,0.64493662,13
20,244866,33886.75,675,0.62742692,0.077079095,0.096353926,0.68391377,13
21,244866,31720.334,730,0.56242853,0.058356091,0.050282869,0.55294615,13
